,Buurten,Year,Age,Gender,value
3851,Kroeten,2020-01-01,>= 75 jaar,Man,23.0
3852,Emer,2020-01-01,>= 75 jaar,Man,2.0
3853,Hagebeemd,2020-01-01,>= 75 jaar,Man,7.0
3854,Bavel,2020-01-01,>= 75 jaar,Man,218.0
3855,Nieuw Wolfslaar,2020-01-01,>= 75 jaar,Man,85.0
3856,Buitengebied Bavel,2020-01-01,>= 75 jaar,Man,17.0
3857,Ulvenhout,2020-01-01,>= 75 jaar,Man,304.0
3858,Buitengebied Ulvenhout,2020-01-01,>= 75 jaar,Man,11.0
3859,Prinsenbeek,2020-01-01,>= 75 jaar,Man,564.0
3860,Buitengebied Prinsenbeek,2020-01-01,>= 75 jaar,Man,44.0
3861,Teteringen,2020-01-01,>= 75 jaar,Man,446.0
3862,Vuchtpolder,2020-01-01,>= 75 jaar,Man,2.0
3863,Buitengebied Teteringen,2020-01-01,>= 75 jaar,Man,6.0
3864,Valkenberg,2020-01-01,>= 75 jaar,Vrouw,92.0
3865,Chassé,2020-01-01,>= 75 jaar,Vrouw,177.0
3866,Fellenoord,2020-01-01,>= 75 jaar,Vrouw,23.0
3867,Schorsmolen,2020-01-01,>= 75 jaar,Vrouw,204.0
3868,Station,2020-01-01,>= 75 jaar,Vrouw,13.0
3869,City,2020-01-01,>= 75 jaar,Vrouw,54.0
3870,Belcrum,2020-01-01,>= 75 jaar,Vrouw,83.0
3871,Doornbos-Linie,2020-01-01,>= 75 jaar,Vrouw,132.0
3872,Biesdonk,2020-01-01,>= 75 jaar,Vrouw,304.0
3873,Geeren-zuid,2020-01-01,>= 75 jaar,Vrouw,219.0
3874,Wisselaar,2020-01-01,>= 75 jaar,Vrouw,176.0
3875,Krogten,2020-01-01,>= 75 jaar,Vrouw,5.0
3876,Geeren-noord,2020-01-01,>= 75 jaar,Vrouw,185.0
3877,Waterdonken,2020-01-01,>= 75 jaar,Vrouw,7.0
3878,Brabantpark,2020-01-01,>= 75 jaar,Vrouw,506.0
3879,Sportpark,2020-01-01,>= 75 jaar,Vrouw,271.0
3880,Zandberg,2020-01-01,>= 75 jaar,Vrouw,105.0
3881,Heusdenhout,2020-01-01,>= 75 jaar,Vrouw,425.0
3882,Moleneind-oost,2020-01-01,>= 75 jaar,Vrouw,5.0
3883,Hoogeind,2020-01-01,>= 75 jaar,Vrouw,3.0
3884,Blauwe Kei,2020-01-01,>= 75 jaar,Vrouw,159.0
3885,Ypelaar,2020-01-01,>= 75 jaar,Vrouw,610.0
3886,Overakker,2020-01-01,>= 75 jaar,Vrouw,416.0
3887,Ginneken,2020-01-01,>= 75 jaar,Vrouw,232.0
3888,Mastbos,2020-01-01,>= 75 jaar,Vrouw,16.0
3889,Boeimeer,2020-01-01,>= 75 jaar,Vrouw,305.0
3890,Ruitersbos,2020-01-01,>= 75 jaar,Vrouw,397.0
3891,Haagpoort,2020-01-01,>= 75 jaar,Vrouw,45.0
3892,Heuvel,2020-01-01,>= 75 jaar,Vrouw,237.0
3893,Tuinzigt,2020-01-01,>= 75 jaar,Vrouw,162.0
3894,Princenhage,2020-01-01,>= 75 jaar,Vrouw,451.0
3895,Westerpark,2020-01-01,>= 75 jaar,Vrouw,154.0
3896,Heilaar,2020-01-01,>= 75 jaar,Vrouw,13.0
3897,Hazeldonk,2020-01-01,>= 75 jaar,Vrouw,3.0
3898,Steenakker,2020-01-01,>= 75 jaar,Vrouw,10.0
3899,Effen-Rith,2020-01-01,>= 75 jaar,Vrouw,33.0
3900,Liesbos,2020-01-01,>= 75 jaar,Vrouw,60.0
3901,Gageldonk,2020-01-01,>= 75 jaar,Vrouw,58.0
3902,Kievitsloop,2020-01-01,>= 75 jaar,Vrouw,55.0
3903,Kesteren,2020-01-01,>= 75 jaar,Vrouw,51.0
3904,Muizenberg,2020-01-01,>= 75 jaar,Vrouw,51.0
3905,Heksenwiel,2020-01-01,>= 75 jaar,Vrouw,225.0
3906,Overkroeten,2020-01-01,>= 75 jaar,Vrouw,85.0
3907,Kroeten,2020-01-01,>= 75 jaar,Vrouw,31.0
3908,Emer,2020-01-01,>= 75 jaar,Vrouw,5.0
3909,Hagebeemd,2020-01-01,>= 75 jaar,Vrouw,5.0
3910,Bavel,2020-01-01,>= 75 jaar,Vrouw,286.0
3911,Nieuw Wolfslaar,2020-01-01,>= 75 jaar,Vrouw,104.0
3912,Buitengebied Bavel,2020-01-01,>= 75 jaar,Vrouw,17.0
3913,Ulvenhout,2020-01-01,>= 75 jaar,Vrouw,406.0
3914,Buitengebied Ulvenhout,2020-01-01,>= 75 jaar,Vrouw,10.0
3915,Prinsenbeek,2020-01-01,>= 75 jaar,Vrouw,689.0
3916,Buitengebied Prinsenbeek,2020-01-01,>= 75 jaar,Vrouw,34.0
3917,Teteringen,2020-01-01,>= 75 jaar,Vrouw,500.0
3918,Vuchtpolder,2020-01-01,>= 75 jaar,Vrouw,4.0
3919,Buitengebied Teteringen,2020-01-01,>= 75 jaar,Vrouw,4.0
3920,Valkenberg,2021-01-01,< 30 jaar,Man,425.0
3921,Chassé,2021-01-01,< 30 jaar,Man,612.0
3922,Fellenoord,2021-01-01,< 30 jaar,Man,313.0
3923,Schorsmolen,2021-01-01,< 30 jaar,Man,782.0
3924,Station,2021-01-01,< 30 jaar,Man,562.0
3925,City,2021-01-01,< 30 jaar,Man,700.0
3926,Belcrum,2021-01-01,< 30 jaar,Man,779.0
3927,Doornbos-Linie,2021-01-01,< 30 jaar,Man,887.0
3928,Biesdonk,2021-01-01,< 30 jaar,Man,917.0
3929,Geeren-zuid,2021-01-01,< 30 jaar,Man,737.0
3930,Wisselaar,2021-01-01,< 30 jaar,Man,777.0
3931,Krogten,2021-01-01,< 30 jaar,Man,25.0
3932,Geeren-noord,2021-01-01,< 30 jaar,Man,507.0
3933,Waterdonken,2021-01-01,< 30 jaar,Man,277.0
3934,Brabantpark,2021-01-01,< 30 jaar,Man,2091.0
3935,Sportpark,2021-01-01,< 30 jaar,Man,626.0
3936,Zandberg,2021-01-01,< 30 jaar,Man,1037.0
3937,Heusdenhout,2021-01-01,< 30 jaar,Man,897.0
3938,Moleneind-oost,2021-01-01,< 30 jaar,Man,9.0
3939,Hoogeind,2021-01-01,< 30 jaar,Man,7.0
3940,Blauwe Kei,2021-01-01,< 30 jaar,Man,675.0
3941,Ypelaar,2021-01-01,< 30 jaar,Man,883.0
3942,Overakker,2021-01-01,< 30 jaar,Man,497.0
3943,Ginneken,2021-01-01,< 30 jaar,Man,940.0
3944,Mastbos,2021-01-01,< 30 jaar,Man,144.0
3945,Boeimeer,2021-01-01,< 30 jaar,Man,927.0
3946,Ruitersbos,2021-01-01,< 30 jaar,Man,348.0
3947,Haagpoort,2021-01-01,< 30 jaar,Man,396.0
3948,Heuvel,2021-01-01,< 30 jaar,Man,1470.0
3949,Tuinzigt,2021-01-01,< 30 jaar,Man,1699.0
3950,Princenhage,2021-01-01,< 30 jaar,Man,1507.0
3951,Westerpark,2021-01-01,< 30 jaar,Man,638.0
3952,Heilaar,2021-01-01,< 30 jaar,Man,77.0
3953,Hazeldonk,2021-01-01,< 30 jaar,Man,8.0
3954,Steenakker,2021-01-01,< 30 jaar,Man,129.0
3955,Effen-Rith,2021-01-01,< 30 jaar,Man,144.0
3956,Liesbos,2021-01-01,< 30 jaar,Man,105.0
3957,Gageldonk,2021-01-01,< 30 jaar,Man,815.0
3958,Kievitsloop,2021-01-01,< 30 jaar,Man,755.0
3959,Kesteren,2021-01-01,< 30 jaar,Man,739.0
3960,Muizenberg,2021-01-01,< 30 jaar,Man,522.0
3961,Heksenwiel,2021-01-01,< 30 jaar,Man,694.0
3962,Overkroeten,2021-01-01,< 30 jaar,Man,559.0
3963,Kroeten,2021-01-01,< 30 jaar,Man,451.0
3964,Emer,2021-01-01,< 30 jaar,Man,9.0
3965,Hagebeemd,2021-01-01,< 30 jaar,Man,28.0
3966,Bavel,2021-01-01,< 30 jaar,Man,887.0
3967,Nieuw Wolfslaar,2021-01-01,< 30 jaar,Man,449.0
3968,Buitengebied Bavel,2021-01-01,< 30 jaar,Man,137.0
3969,Ulvenhout,2021-01-01,< 30 jaar,Man,744.0
3970,Buitengebied Ulvenhout,2021-01-01,< 30 jaar,Man,43.0
3971,Prinsenbeek,2021-01-01,< 30 jaar,Man,1817.0
3972,Buitengebied Prinsenbeek,2021-01-01,< 30 jaar,Man,174.0
3973,Teteringen,2021-01-01,< 30 jaar,Man,1286.0
3974,Vuchtpolder,2021-01-01,< 30 jaar,Man,13.0
3975,Buitengebied Teteringen,2021-01-01,< 30 jaar,Man,37.0
3976,Valkenberg,2021-01-01,< 30 jaar,Vrouw,488.0
3977,Chassé,2021-01-01,< 30 jaar,Vrouw,637.0
3978,Fellenoord,2021-01-01,< 30 jaar,Vrouw,378.0
3979,Schorsmolen,2021-01-01,< 30 jaar,Vrouw,802.0
3980,Station,2021-01-01,< 30 jaar,Vrouw,586.0
3981,City,2021-01-01,< 30 jaar,Vrouw,732.0
3982,Belcrum,2021-01-01,< 30 jaar,Vrouw,863.0
3983,Doornbos-Linie,2021-01-01,< 30 jaar,Vrouw,856.0
3984,Biesdonk,2021-01-01,< 30 jaar,Vrouw,933.0
3985,Geeren-zuid,2021-01-01,< 30 jaar,Vrouw,709.0
3986,Wisselaar,2021-01-01,< 30 jaar,Vrouw,826.0
3987,Krogten,2021-01-01,< 30 jaar,Vrouw,30.0
3988,Geeren-noord,2021-01-01,< 30 jaar,Vrouw,488.0
3989,Waterdonken,2021-01-01,< 30 jaar,Vrouw,259.0
3990,Brabantpark,2021-01-01,< 30 jaar,Vrouw,2295.0
3991,Sportpark,2021-01-01,< 30 jaar,Vrouw,652.0
3992,Zandberg,2021-01-01,< 30 jaar,Vrouw,1058.0
3993,Heusdenhout,2021-01-01,< 30 jaar,Vrouw,804.0
3994,Moleneind-oost,2021-01-01,< 30 jaar,Vrouw,9.0
3995,Hoogeind,2021-01-01,< 30 jaar,Vrouw,8.0
3996,Blauwe Kei,2021-01-01,< 30 jaar,Vrouw,703.0
3997,Ypelaar,2021-01-01,< 30 jaar,Vrouw,841.0
3998,Overakker,2021-01-01,< 30 jaar,Vrouw,509.0
3999,Ginneken,2021-01-01,< 30 jaar,Vrouw,904.0
4000,Mastbos,2021-01-01,< 30 jaar,Vrouw,95.0
4001,Boeimeer,2021-01-01,< 30 jaar,Vrouw,960.0
4002,Ruitersbos,2021-01-01,< 30 jaar,Vrouw,357.0
4003,Haagpoort,2021-01-01,< 30 jaar,Vrouw,445.0
4004,Heuvel,2021-01-01,< 30 jaar,Vrouw,1433.0
4005,Tuinzigt,2021-01-01,< 30 jaar,Vrouw,1861.0
4006,Princenhage,2021-01-01,< 30 jaar,Vrouw,1513.0
4007,Westerpark,2021-01-01,< 30 jaar,Vrouw,580.0
4008,Heilaar,2021-01-01,< 30 jaar,Vrouw,80.0
4009,Hazeldonk,2021-01-01,< 30 jaar,Vrouw,5.0
4010,Steenakker,2021-01-01,< 30 jaar,Vrouw,170.0
4011,Effen-Rith,2021-01-01,< 30 jaar,Vrouw,132.0
4012,Liesbos,2021-01-01,< 30 jaar,Vrouw,114.0
4013,Gageldonk,2021-01-01,< 30 jaar,Vrouw,741.0
4014,Kievitsloop,2021-01-01,< 30 jaar,Vrouw,728.0
4015,Kesteren,2021-01-01,< 30 jaar,Vrouw,697.0
4016,Muizenberg,2021-01-01,< 30 jaar,Vrouw,443.0
4017,Heksenwiel,2021-01-01,< 30 jaar,Vrouw,633.0
4018,Overkroeten,2021-01-01,< 30 jaar,Vrouw,519.0
4019,Kroeten,2021-01-01,< 30 jaar,Vrouw,431.0
4020,Emer,2021-01-01,< 30 jaar,Vrouw,16.0
4021,Hagebeemd,2021-01-01,< 30 jaar,Vrouw,27.0
4022,Bavel,2021-01-01,< 30 jaar,Vrouw,802.0
4023,Nieuw Wolfslaar,2021-01-01,< 30 jaar,Vrouw,376.0
4024,Buitengebied Bavel,2021-01-01,< 30 jaar,Vrouw,78.0
4025,Ulvenhout,2021-01-01,< 30 jaar,Vrouw,687.0
4026,Buitengebied Ulvenhout,2021-01-01,< 30 jaar,Vrouw,35.0
4027,Prinsenbeek,2021-01-01,< 30 jaar,Vrouw,1751.0
4028,Buitengebied Prinsenbeek,2021-01-01,< 30 jaar,Vrouw,135.0
4029,Teteringen,2021-01-01,< 30 jaar,Vrouw,1329.0
4030,Vuchtpolder,2021-01-01,< 30 jaar,Vrouw,24.0
4031,Buitengebied Teteringen,2021-01-01,< 30 jaar,Vrouw,35.0
4032,Valkenberg,2021-01-01,30-44 jaar,Man,188.0
4033,Chassé,2021-01-01,30-44 jaar,Man,356.0
4034,Fellenoord,2021-01-01,30-44 jaar,Man,203.0
4035,Schorsmolen,2021-01-01,30-44 jaar,Man,458.0
4036,Station,2021-01-01,30-44 jaar,Man,303.0
4037,City,2021-01-01,30-44 jaar,Man,264.0
4038,Belcrum,2021-01-01,30-44 jaar,Man,505.0
4039,Doornbos-Linie,2021-01-01,30-44 jaar,Man,577.0
4040,Biesdonk,2021-01-01,30-44 jaar,Man,451.0
4041,Geeren-zuid,2021-01-01,30-44 jaar,Man,363.0
4042,Wisselaar,2021-01-01,30-44 jaar,Man,418.0
4043,Krogten,2021-01-01,30-44 jaar,Man,16.0
4044,Geeren-noord,2021-01-01,30-44 jaar,Man,264.0
4045,Waterdonken,2021-01-01,30-44 jaar,Man,219.0
4046,Brabantpark,2021-01-01,30-44 jaar,Man,1009.0
4047,Sportpark,2021-01-01,30-44 jaar,Man,279.0
4048,Zandberg,2021-01-01,30-44 jaar,Man,428.0
4049,Heusdenhout,2021-01-01,30-44 jaar,Man,408.0
4050,Moleneind-oost,2021-01-01,30-44 jaar,Man,8.0
4051,Hoogeind,2021-01-01,30-44 jaar,Man,3.0
4052,Blauwe Kei,2021-01-01,30-44 jaar,Man,350.0
4053,Ypelaar,2021-01-01,30-44 jaar,Man,423.0
4054,Overakker,2021-01-01,30-44 jaar,Man,253.0
4055,Ginneken,2021-01-01,30-44 jaar,Man,413.0
4056,Mastbos,2021-01-01,30-44 jaar,Man,56.0
4057,Boeimeer,2021-01-01,30-44 jaar,Man,497.0
4058,Ruitersbos,2021-01-01,30-44 jaar,Man,116.0
4059,Haagpoort,2021-01-01,30-44 jaar,Man,270.0
4060,Heuvel,2021-01-01,30-44 jaar,Man,906.0
4061,Tuinzigt,2021-01-01,30-44 jaar,Man,866.0
4062,Princenhage,2021-01-01,30-44 jaar,Man,879.0
4063,Westerpark,2021-01-01,30-44 jaar,Man,313.0
4064,Heilaar,2021-01-01,30-44 jaar,Man,28.0
4065,Hazeldonk,2021-01-01,30-44 jaar,Man,4.0
4066,Steenakker,2021-01-01,30-44 jaar,Man,13.0
4067,Effen-Rith,2021-01-01,30-44 jaar,Man,69.0
4068,Liesbos,2021-01-01,30-44 jaar,Man,41.0
4069,Gageldonk,2021-01-01,30-44 jaar,Man,555.0
4070,Kievitsloop,2021-01-01,30-44 jaar,Man,423.0
4071,Kesteren,2021-01-01,30-44 jaar,Man,396.0
4072,Muizenberg,2021-01-01,30-44 jaar,Man,247.0
4073,Heksenwiel,2021-01-01,30-44 jaar,Man,336.0
4074,Overkroeten,2021-01-01,30-44 jaar,Man,255.0
4075,Kroeten,2021-01-01,30-44 jaar,Man,264.0
4076,Emer,2021-01-01,30-44 jaar,Man,9.0
4077,Hagebeemd,2021-01-01,30-44 jaar,Man,23.0
4078,Bavel,2021-01-01,30-44 jaar,Man,339.0
4079,Nieuw Wolfslaar,2021-01-01,30-44 jaar,Man,158.0
4080,Buitengebied Bavel,2021-01-01,30-44 jaar,Man,24.0
4081,Ulvenhout,2021-01-01,30-44 jaar,Man,302.0
4082,Buitengebied Ulvenhout,2021-01-01,30-44 jaar,Man,21.0
4083,Prinsenbeek,2021-01-01,30-44 jaar,Man,842.0
4084,Buitengebied Prinsenbeek,2021-01-01,30-44 jaar,Man,53.0
4085,Teteringen,2021-01-01,30-44 jaar,Man,681.0
4086,Vuchtpolder,2021-01-01,30-44 jaar,Man,7.0
4087,Buitengebied Teteringen,2021-01-01,30-44 jaar,Man,13.0
4088,Valkenberg,2021-01-01,30-44 jaar,Vrouw,123.0
4089,Chassé,2021-01-01,30-44 jaar,Vrouw,253.0
4090,Fellenoord,2021-01-01,30-44 jaar,Vrouw,181.0
4091,Schorsmolen,2021-01-01,30-44 jaar,Vrouw,344.0
4092,Station,2021-01-01,30-44 jaar,Vrouw,286.0
4093,City,2021-01-01,30-44 jaar,Vrouw,170.0
4094,Belcrum,2021-01-01,30-44 jaar,Vrouw,494.0
4095,Doornbos-Linie,2021-01-01,30-44 jaar,Vrouw,463.0
4096,Biesdonk,2021-01-01,30-44 jaar,Vrouw,455.0
4097,Geeren-zuid,2021-01-01,30-44 jaar,Vrouw,384.0
4098,Wisselaar,2021-01-01,30-44 jaar,Vrouw,399.0
4099,Krogten,2021-01-01,30-44 jaar,Vrouw,14.0
4100,Geeren-noord,2021-01-01,30-44 jaar,Vrouw,267.0
4101,Waterdonken,2021-01-01,30-44 jaar,Vrouw,221.0
4102,Brabantpark,2021-01-01,30-44 jaar,Vrouw,992.0
4103,Sportpark,2021-01-01,30-44 jaar,Vrouw,310.0
4104,Zandberg,2021-01-01,30-44 jaar,Vrouw,455.0
4105,Heusdenhout,2021-01-01,30-44 jaar,Vrouw,451.0
4106,Moleneind-oost,2021-01-01,30-44 jaar,Vrouw,8.0
4107,Hoogeind,2021-01-01,30-44 jaar,Vrouw,4.0
4108,Blauwe Kei,2021-01-01,30-44 jaar,Vrouw,387.0
4109,Ypelaar,2021-01-01,30-44 jaar,Vrouw,464.0
4110,Overakker,2021-01-01,30-44 jaar,Vrouw,269.0
4111,Ginneken,2021-01-01,30-44 jaar,Vrouw,463.0
4112,Mastbos,2021-01-01,30-44 jaar,Vrouw,62.0
4113,Boeimeer,2021-01-01,30-44 jaar,Vrouw,536.0
4114,Ruitersbos,2021-01-01,30-44 jaar,Vrouw,127.0
4115,Haagpoort,2021-01-01,30-44 jaar,Vrouw,249.0
4116,Heuvel,2021-01-01,30-44 jaar,Vrouw,864.0
4117,Tuinzigt,2021-01-01,30-44 jaar,Vrouw,786.0
4118,Princenhage,2021-01-01,30-44 jaar,Vrouw,895.0
4119,Westerpark,2021-01-01,30-44 jaar,Vrouw,374.0
4120,Heilaar,2021-01-01,30-44 jaar,Vrouw,27.0
4121,Hazeldonk,2021-01-01,30-44 jaar,Vrouw,3.0
4122,Steenakker,2021-01-01,30-44 jaar,Vrouw,17.0
4123,Effen-Rith,2021-01-01,30-44 jaar,Vrouw,63.0
4124,Liesbos,2021-01-01,30-44 jaar,Vrouw,51.0
4125,Gageldonk,2021-01-01,30-44 jaar,Vrouw,528.0
4126,Kievitsloop,2021-01-01,30-44 jaar,Vrouw,451.0
4127,Kesteren,2021-01-01,30-44 jaar,Vrouw,433.0
4128,Muizenberg,2021-01-01,30-44 jaar,Vrouw,274.0
4129,Heksenwiel,2021-01-01,30-44 jaar,Vrouw,358.0
4130,Overkroeten,2021-01-01,30-44 jaar,Vrouw,297.0
4131,Kroeten,2021-01-01,30-44 jaar,Vrouw,251.0
4132,Emer,2021-01-01,30-44 jaar,Vrouw,7.0
4133,Hagebeemd,2021-01-01,30-44 jaar,Vrouw,18.0
4134,Bavel,2021-01-01,30-44 jaar,Vrouw,417.0
4135,Nieuw Wolfslaar,2021-01-01,30-44 jaar,Vrouw,200.0
4136,Buitengebied Bavel,2021-01-01,30-44 jaar,Vrouw,35.0
4137,Ulvenhout,2021-01-01,30-44 jaar,Vrouw,343.0
4138,Buitengebied Ulvenhout,2021-01-01,30-44 jaar,Vrouw,21.0
4139,Prinsenbeek,2021-01-01,30-44 jaar,Vrouw,920.0
4140,Buitengebied Prinsenbeek,2021-01-01,30-44 jaar,Vrouw,52.0
4141,Teteringen,2021-01-01,30-44 jaar,Vrouw,731.0
4142,Vuchtpolder,2021-01-01,30-44 jaar,Vrouw,10.0
4143,Buitengebied Teteringen,2021-01-01,30-44 jaar,Vrouw,12.0
4144,Valkenberg,2021-01-01,45-64 jaar,Man,203.0
4145,Chassé,2021-01-01,45-64 jaar,Man,414.0
4146,Fellenoord,2021-01-01,45-64 jaar,Man,171.0
4147,Schorsmolen,2021-01-01,45-64 jaar,Man,336.0
4148,Station,2021-01-01,45-64 jaar,Man,219.0
4149,City,2021-01-01,45-64 jaar,Man,260.0
4150,Belcrum,2021-01-01,45-64 jaar,Man,473.0
4151,Doornbos-Linie,2021-01-01,45-64 jaar,Man,536.0
4152,Biesdonk,2021-01-01,45-64 jaar,Man,591.0
4153,Geeren-zuid,2021-01-01,45-64 jaar,Man,397.0
4154,Wisselaar,2021-01-01,45-64 jaar,Man,515.0
4155,Krogten,2021-01-01,45-64 jaar,Man,35.0
4156,Geeren-noord,2021-01-01,45-64 jaar,Man,361.0
4157,Waterdonken,2021-01-01,45-64 jaar,Man,147.0
4158,Brabantpark,2021-01-01,45-64 jaar,Man,1114.0
4159,Sportpark,2021-01-01,45-64 jaar,Man,409.0
4160,Zandberg,2021-01-01,45-64 jaar,Man,741.0
4161,Heusdenhout,2021-01-01,45-64 jaar,Man,636.0
4162,Moleneind-oost,2021-01-01,45-64 jaar,Man,5.0
4163,Hoogeind,2021-01-01,45-64 jaar,Man,10.0
4164,Blauwe Kei,2021-01-01,45-64 jaar,Man,468.0
4165,Ypelaar,2021-01-01,45-64 jaar,Man,702.0
4166,Overakker,2021-01-01,45-64 jaar,Man,370.0
4167,Ginneken,2021-01-01,45-64 jaar,Man,783.0
4168,Mastbos,2021-01-01,45-64 jaar,Man,151.0
4169,Boeimeer,2021-01-01,45-64 jaar,Man,739.0
4170,Ruitersbos,2021-01-01,45-64 jaar,Man,311.0
4171,Haagpoort,2021-01-01,45-64 jaar,Man,259.0
4172,Heuvel,2021-01-01,45-64 jaar,Man,863.0
4173,Tuinzigt,2021-01-01,45-64 jaar,Man,812.0
4174,Princenhage,2021-01-01,45-64 jaar,Man,1089.0
4175,Westerpark,2021-01-01,45-64 jaar,Man,555.0
4176,Heilaar,2021-01-01,45-64 jaar,Man,93.0
4177,Hazeldonk,2021-01-01,45-64 jaar,Man,11.0
4178,Steenakker,2021-01-01,45-64 jaar,Man,55.0
4179,Effen-Rith,2021-01-01,45-64 jaar,Man,147.0
4180,Liesbos,2021-01-01,45-64 jaar,Man,115.0
4181,Gageldonk,2021-01-01,45-64 jaar,Man,646.0
4182,Kievitsloop,2021-01-01,45-64 jaar,Man,639.0
4183,Kesteren,2021-01-01,45-64 jaar,Man,555.0
4184,Muizenberg,2021-01-01,45-64 jaar,Man,467.0
4185,Heksenwiel,2021-01-01,45-64 jaar,Man,748.0
4186,Overkroeten,2021-01-01,45-64 jaar,Man,537.0
4187,Kroeten,2021-01-01,45-64 jaar,Man,372.0
4188,Emer,2021-01-01,45-64 jaar,Man,14.0
4189,Hagebeemd,2021-01-01,45-64 jaar,Man,37.0
4190,Bavel,2021-01-01,45-64 jaar,Man,834.0
4191,Nieuw Wolfslaar,2021-01-01,45-64 jaar,Man,396.0
4192,Buitengebied Bavel,2021-01-01,45-64 jaar,Man,101.0
4193,Ulvenhout,2021-01-01,45-64 jaar,Man,681.0
4194,Buitengebied Ulvenhout,2021-01-01,45-64 jaar,Man,51.0
4195,Prinsenbeek,2021-01-01,45-64 jaar,Man,1644.0
4196,Buitengebied Prinsenbeek,2021-01-01,45-64 jaar,Man,155.0
4197,Teteringen,2021-01-01,45-64 jaar,Man,1111.0
4198,Vuchtpolder,2021-01-01,45-64 jaar,Man,15.0
4199,Buitengebied Teteringen,2021-01-01,45-64 jaar,Man,23.0
4200,Valkenberg,2021-01-01,45-64 jaar,Vrouw,193.0
4201,Chassé,2021-01-01,45-64 jaar,Vrouw,359.0
4202,Fellenoord,2021-01-01,45-64 jaar,Vrouw,154.0
4203,Schorsmolen,2021-01-01,45-64 jaar,Vrouw,209.0
4204,Station,2021-01-01,45-64 jaar,Vrouw,184.0
4205,City,2021-01-01,45-64 jaar,Vrouw,168.0
4206,Belcrum,2021-01-01,45-64 jaar,Vrouw,444.0
4207,Doornbos-Linie,2021-01-01,45-64 jaar,Vrouw,449.0
4208,Biesdonk,2021-01-01,45-64 jaar,Vrouw,622.0
4209,Geeren-zuid,2021-01-01,45-64 jaar,Vrouw,472.0
4210,Wisselaar,2021-01-01,45-64 jaar,Vrouw,536.0
4211,Krogten,2021-01-01,45-64 jaar,Vrouw,28.0
4212,Geeren-noord,2021-01-01,45-64 jaar,Vrouw,314.0
4213,Waterdonken,2021-01-01,45-64 jaar,Vrouw,127.0
4214,Brabantpark,2021-01-01,45-64 jaar,Vrouw,1117.0
4215,Sportpark,2021-01-01,45-64 jaar,Vrouw,435.0
4216,Zandberg,2021-01-01,45-64 jaar,Vrouw,766.0
4217,Heusdenhout,2021-01-01,45-64 jaar,Vrouw,660.0
4218,Moleneind-oost,2021-01-01,45-64 jaar,Vrouw,7.0
4219,Hoogeind,2021-01-01,45-64 jaar,Vrouw,7.0
4220,Blauwe Kei,2021-01-01,45-64 jaar,Vrouw,531.0
4221,Ypelaar,2021-01-01,45-64 jaar,Vrouw,793.0
4222,Overakker,2021-01-01,45-64 jaar,Vrouw,376.0
4223,Ginneken,2021-01-01,45-64 jaar,Vrouw,854.0
4224,Mastbos,2021-01-01,45-64 jaar,Vrouw,124.0
4225,Boeimeer,2021-01-01,45-64 jaar,Vrouw,809.0
4226,Ruitersbos,2021-01-01,45-64 jaar,Vrouw,326.0
4227,Haagpoort,2021-01-01,45-64 jaar,Vrouw,270.0
4228,Heuvel,2021-01-01,45-64 jaar,Vrouw,874.0
4229,Tuinzigt,2021-01-01,45-64 jaar,Vrouw,768.0
4230,Princenhage,2021-01-01,45-64 jaar,Vrouw,1033.0
4231,Westerpark,2021-01-01,45-64 jaar,Vrouw,509.0
4232,Heilaar,2021-01-01,45-64 jaar,Vrouw,78.0
4233,Hazeldonk,2021-01-01,45-64 jaar,Vrouw,11.0
4234,Steenakker,2021-01-01,45-64 jaar,Vrouw,49.0
4235,Effen-Rith,2021-01-01,45-64 jaar,Vrouw,133.0
4236,Liesbos,2021-01-01,45-64 jaar,Vrouw,112.0
4237,Gageldonk,2021-01-01,45-64 jaar,Vrouw,665.0
4238,Kievitsloop,2021-01-01,45-64 jaar,Vrouw,662.0
4239,Kesteren,2021-01-01,45-64 jaar,Vrouw,568.0
4240,Muizenberg,2021-01-01,45-64 jaar,Vrouw,485.0
4241,Heksenwiel,2021-01-01,45-64 jaar,Vrouw,764.0
4242,Overkroeten,2021-01-01,45-64 jaar,Vrouw,567.0
4243,Kroeten,2021-01-01,45-64 jaar,Vrouw,345.0
4244,Emer,2021-01-01,45-64 jaar,Vrouw,7.0
4245,Hagebeemd,2021-01-01,45-64 jaar,Vrouw,31.0
4246,Bavel,2021-01-01,45-64 jaar,Vrouw,868.0
4247,Nieuw Wolfslaar,2021-01-01,45-64 jaar,Vrouw,358.0
4248,Buitengebied Bavel,2021-01-01,45-64 jaar,Vrouw,101.0
4249,Ulvenhout,2021-01-01,45-64 jaar,Vrouw,688.0
4250,Buitengebied Ulvenhout,2021-01-01,45-64 jaar,Vrouw,51.0
4251,Prinsenbeek,2021-01-01,45-64 jaar,Vrouw,1695.0
4252,Buitengebied Prinsenbeek,2021-01-01,45-64 jaar,Vrouw,146.0
4253,Teteringen,2021-01-01,45-64 jaar,Vrouw,1106.0
4254,Vuchtpolder,2021-01-01,45-64 jaar,Vrouw,18.0
4255,Buitengebied Teteringen,2021-01-01,45-64 jaar,Vrouw,22.0
4256,Valkenberg,2021-01-01,65-74 jaar,Man,116.0
4257,Chassé,2021-01-01,65-74 jaar,Man,212.0
