,Buurten,Year,Age,Gender,value
4258,Fellenoord,2021-01-01,65-74 jaar,Man,53.0
4259,Schorsmolen,2021-01-01,65-74 jaar,Man,100.0
4260,Station,2021-01-01,65-74 jaar,Man,50.0
4261,City,2021-01-01,65-74 jaar,Man,75.0
4262,Belcrum,2021-01-01,65-74 jaar,Man,139.0
4263,Doornbos-Linie,2021-01-01,65-74 jaar,Man,175.0
4264,Biesdonk,2021-01-01,65-74 jaar,Man,222.0
4265,Geeren-zuid,2021-01-01,65-74 jaar,Man,160.0
4266,Wisselaar,2021-01-01,65-74 jaar,Man,210.0
4267,Krogten,2021-01-01,65-74 jaar,Man,14.0
4268,Geeren-noord,2021-01-01,65-74 jaar,Man,94.0
4269,Waterdonken,2021-01-01,65-74 jaar,Man,19.0
4270,Brabantpark,2021-01-01,65-74 jaar,Man,454.0
4271,Sportpark,2021-01-01,65-74 jaar,Man,178.0
4272,Zandberg,2021-01-01,65-74 jaar,Man,226.0
4273,Heusdenhout,2021-01-01,65-74 jaar,Man,289.0
4274,Moleneind-oost,2021-01-01,65-74 jaar,Man,4.0
4275,Hoogeind,2021-01-01,65-74 jaar,Man,3.0
4276,Blauwe Kei,2021-01-01,65-74 jaar,Man,191.0
4277,Ypelaar,2021-01-01,65-74 jaar,Man,378.0
4278,Overakker,2021-01-01,65-74 jaar,Man,201.0
4279,Ginneken,2021-01-01,65-74 jaar,Man,310.0
4280,Mastbos,2021-01-01,65-74 jaar,Man,37.0
4281,Boeimeer,2021-01-01,65-74 jaar,Man,342.0
4282,Ruitersbos,2021-01-01,65-74 jaar,Man,151.0
4283,Haagpoort,2021-01-01,65-74 jaar,Man,90.0
4284,Heuvel,2021-01-01,65-74 jaar,Man,307.0
4285,Tuinzigt,2021-01-01,65-74 jaar,Man,287.0
4286,Princenhage,2021-01-01,65-74 jaar,Man,560.0
4287,Westerpark,2021-01-01,65-74 jaar,Man,137.0
4288,Heilaar,2021-01-01,65-74 jaar,Man,21.0
4289,Hazeldonk,2021-01-01,65-74 jaar,Man,5.0
4290,Steenakker,2021-01-01,65-74 jaar,Man,18.0
4291,Effen-Rith,2021-01-01,65-74 jaar,Man,57.0
4292,Liesbos,2021-01-01,65-74 jaar,Man,55.0
4293,Gageldonk,2021-01-01,65-74 jaar,Man,314.0
4294,Kievitsloop,2021-01-01,65-74 jaar,Man,225.0
4295,Kesteren,2021-01-01,65-74 jaar,Man,175.0
4296,Muizenberg,2021-01-01,65-74 jaar,Man,192.0
4297,Heksenwiel,2021-01-01,65-74 jaar,Man,239.0
4298,Overkroeten,2021-01-01,65-74 jaar,Man,137.0
4299,Kroeten,2021-01-01,65-74 jaar,Man,75.0
4300,Emer,2021-01-01,65-74 jaar,Man,3.0
4301,Hagebeemd,2021-01-01,65-74 jaar,Man,15.0
4302,Bavel,2021-01-01,65-74 jaar,Man,374.0
4303,Nieuw Wolfslaar,2021-01-01,65-74 jaar,Man,113.0
4304,Buitengebied Bavel,2021-01-01,65-74 jaar,Man,31.0
4305,Ulvenhout,2021-01-01,65-74 jaar,Man,278.0
4306,Buitengebied Ulvenhout,2021-01-01,65-74 jaar,Man,15.0
4307,Prinsenbeek,2021-01-01,65-74 jaar,Man,628.0
4308,Buitengebied Prinsenbeek,2021-01-01,65-74 jaar,Man,47.0
4309,Teteringen,2021-01-01,65-74 jaar,Man,447.0
4310,Vuchtpolder,2021-01-01,65-74 jaar,Man,12.0
4311,Buitengebied Teteringen,2021-01-01,65-74 jaar,Man,12.0
4312,Valkenberg,2021-01-01,65-74 jaar,Vrouw,118.0
4313,Chassé,2021-01-01,65-74 jaar,Vrouw,220.0
4314,Fellenoord,2021-01-01,65-74 jaar,Vrouw,64.0
4315,Schorsmolen,2021-01-01,65-74 jaar,Vrouw,84.0
4316,Station,2021-01-01,65-74 jaar,Vrouw,59.0
4317,City,2021-01-01,65-74 jaar,Vrouw,84.0
4318,Belcrum,2021-01-01,65-74 jaar,Vrouw,156.0
4319,Doornbos-Linie,2021-01-01,65-74 jaar,Vrouw,172.0
4320,Biesdonk,2021-01-01,65-74 jaar,Vrouw,284.0
4321,Geeren-zuid,2021-01-01,65-74 jaar,Vrouw,183.0
4322,Wisselaar,2021-01-01,65-74 jaar,Vrouw,220.0
4323,Krogten,2021-01-01,65-74 jaar,Vrouw,11.0
4324,Geeren-noord,2021-01-01,65-74 jaar,Vrouw,115.0
4325,Waterdonken,2021-01-01,65-74 jaar,Vrouw,27.0
4326,Brabantpark,2021-01-01,65-74 jaar,Vrouw,483.0
4327,Sportpark,2021-01-01,65-74 jaar,Vrouw,175.0
4328,Zandberg,2021-01-01,65-74 jaar,Vrouw,245.0
4329,Heusdenhout,2021-01-01,65-74 jaar,Vrouw,315.0
4330,Moleneind-oost,2021-01-01,65-74 jaar,Vrouw,4.0
4331,Hoogeind,2021-01-01,65-74 jaar,Vrouw,6.0
4332,Blauwe Kei,2021-01-01,65-74 jaar,Vrouw,221.0
4333,Ypelaar,2021-01-01,65-74 jaar,Vrouw,533.0
4334,Overakker,2021-01-01,65-74 jaar,Vrouw,235.0
4335,Ginneken,2021-01-01,65-74 jaar,Vrouw,340.0
4336,Mastbos,2021-01-01,65-74 jaar,Vrouw,35.0
4337,Boeimeer,2021-01-01,65-74 jaar,Vrouw,358.0
4338,Ruitersbos,2021-01-01,65-74 jaar,Vrouw,172.0
4339,Haagpoort,2021-01-01,65-74 jaar,Vrouw,87.0
4340,Heuvel,2021-01-01,65-74 jaar,Vrouw,345.0
4341,Tuinzigt,2021-01-01,65-74 jaar,Vrouw,281.0
4342,Princenhage,2021-01-01,65-74 jaar,Vrouw,556.0
4343,Westerpark,2021-01-01,65-74 jaar,Vrouw,132.0
4344,Heilaar,2021-01-01,65-74 jaar,Vrouw,24.0
4345,Hazeldonk,2021-01-01,65-74 jaar,Vrouw,
4346,Steenakker,2021-01-01,65-74 jaar,Vrouw,15.0
4347,Effen-Rith,2021-01-01,65-74 jaar,Vrouw,57.0
4348,Liesbos,2021-01-01,65-74 jaar,Vrouw,56.0
4349,Gageldonk,2021-01-01,65-74 jaar,Vrouw,260.0
4350,Kievitsloop,2021-01-01,65-74 jaar,Vrouw,181.0
4351,Kesteren,2021-01-01,65-74 jaar,Vrouw,133.0
4352,Muizenberg,2021-01-01,65-74 jaar,Vrouw,185.0
4353,Heksenwiel,2021-01-01,65-74 jaar,Vrouw,259.0
4354,Overkroeten,2021-01-01,65-74 jaar,Vrouw,127.0
4355,Kroeten,2021-01-01,65-74 jaar,Vrouw,66.0
4356,Emer,2021-01-01,65-74 jaar,Vrouw,2.0
4357,Hagebeemd,2021-01-01,65-74 jaar,Vrouw,15.0
4358,Bavel,2021-01-01,65-74 jaar,Vrouw,369.0
4359,Nieuw Wolfslaar,2021-01-01,65-74 jaar,Vrouw,126.0
4360,Buitengebied Bavel,2021-01-01,65-74 jaar,Vrouw,23.0
4361,Ulvenhout,2021-01-01,65-74 jaar,Vrouw,319.0
4362,Buitengebied Ulvenhout,2021-01-01,65-74 jaar,Vrouw,16.0
4363,Prinsenbeek,2021-01-01,65-74 jaar,Vrouw,664.0
4364,Buitengebied Prinsenbeek,2021-01-01,65-74 jaar,Vrouw,50.0
4365,Teteringen,2021-01-01,65-74 jaar,Vrouw,444.0
4366,Vuchtpolder,2021-01-01,65-74 jaar,Vrouw,3.0
4367,Buitengebied Teteringen,2021-01-01,65-74 jaar,Vrouw,13.0
4368,Valkenberg,2021-01-01,>= 75 jaar,Man,57.0
4369,Chassé,2021-01-01,>= 75 jaar,Man,141.0
4370,Fellenoord,2021-01-01,>= 75 jaar,Man,25.0
4371,Schorsmolen,2021-01-01,>= 75 jaar,Man,98.0
4372,Station,2021-01-01,>= 75 jaar,Man,22.0
4373,City,2021-01-01,>= 75 jaar,Man,47.0
4374,Belcrum,2021-01-01,>= 75 jaar,Man,69.0
4375,Doornbos-Linie,2021-01-01,>= 75 jaar,Man,108.0
4376,Biesdonk,2021-01-01,>= 75 jaar,Man,175.0
4377,Geeren-zuid,2021-01-01,>= 75 jaar,Man,128.0
4378,Wisselaar,2021-01-01,>= 75 jaar,Man,157.0
4379,Krogten,2021-01-01,>= 75 jaar,Man,8.0
4380,Geeren-noord,2021-01-01,>= 75 jaar,Man,105.0
4381,Waterdonken,2021-01-01,>= 75 jaar,Man,8.0
4382,Brabantpark,2021-01-01,>= 75 jaar,Man,254.0
4383,Sportpark,2021-01-01,>= 75 jaar,Man,172.0
4384,Zandberg,2021-01-01,>= 75 jaar,Man,98.0
4385,Heusdenhout,2021-01-01,>= 75 jaar,Man,267.0
4386,Moleneind-oost,2021-01-01,>= 75 jaar,Man,5.0
4387,Hoogeind,2021-01-01,>= 75 jaar,Man,3.0
4388,Blauwe Kei,2021-01-01,>= 75 jaar,Man,128.0
4389,Ypelaar,2021-01-01,>= 75 jaar,Man,367.0
4390,Overakker,2021-01-01,>= 75 jaar,Man,204.0
4391,Ginneken,2021-01-01,>= 75 jaar,Man,188.0
4392,Mastbos,2021-01-01,>= 75 jaar,Man,24.0
4393,Boeimeer,2021-01-01,>= 75 jaar,Man,212.0
4394,Ruitersbos,2021-01-01,>= 75 jaar,Man,221.0
4395,Haagpoort,2021-01-01,>= 75 jaar,Man,38.0
4396,Heuvel,2021-01-01,>= 75 jaar,Man,192.0
4397,Tuinzigt,2021-01-01,>= 75 jaar,Man,135.0
4398,Princenhage,2021-01-01,>= 75 jaar,Man,338.0
4399,Westerpark,2021-01-01,>= 75 jaar,Man,97.0
4400,Heilaar,2021-01-01,>= 75 jaar,Man,15.0
4401,Hazeldonk,2021-01-01,>= 75 jaar,Man,1.0
4402,Steenakker,2021-01-01,>= 75 jaar,Man,8.0
4403,Effen-Rith,2021-01-01,>= 75 jaar,Man,38.0
4404,Liesbos,2021-01-01,>= 75 jaar,Man,37.0
4405,Gageldonk,2021-01-01,>= 75 jaar,Man,62.0
4406,Kievitsloop,2021-01-01,>= 75 jaar,Man,68.0
4407,Kesteren,2021-01-01,>= 75 jaar,Man,39.0
4408,Muizenberg,2021-01-01,>= 75 jaar,Man,51.0
4409,Heksenwiel,2021-01-01,>= 75 jaar,Man,164.0
4410,Overkroeten,2021-01-01,>= 75 jaar,Man,72.0
4411,Kroeten,2021-01-01,>= 75 jaar,Man,26.0
4412,Emer,2021-01-01,>= 75 jaar,Man,2.0
4413,Hagebeemd,2021-01-01,>= 75 jaar,Man,7.0
4414,Bavel,2021-01-01,>= 75 jaar,Man,221.0
4415,Nieuw Wolfslaar,2021-01-01,>= 75 jaar,Man,82.0
4416,Buitengebied Bavel,2021-01-01,>= 75 jaar,Man,15.0
4417,Ulvenhout,2021-01-01,>= 75 jaar,Man,298.0
4418,Buitengebied Ulvenhout,2021-01-01,>= 75 jaar,Man,11.0
4419,Prinsenbeek,2021-01-01,>= 75 jaar,Man,579.0
4420,Buitengebied Prinsenbeek,2021-01-01,>= 75 jaar,Man,40.0
4421,Teteringen,2021-01-01,>= 75 jaar,Man,437.0
4422,Vuchtpolder,2021-01-01,>= 75 jaar,Man,2.0
4423,Buitengebied Teteringen,2021-01-01,>= 75 jaar,Man,7.0
4424,Valkenberg,2021-01-01,>= 75 jaar,Vrouw,90.0
4425,Chassé,2021-01-01,>= 75 jaar,Vrouw,177.0
4426,Fellenoord,2021-01-01,>= 75 jaar,Vrouw,26.0
4427,Schorsmolen,2021-01-01,>= 75 jaar,Vrouw,194.0
4428,Station,2021-01-01,>= 75 jaar,Vrouw,12.0
4429,City,2021-01-01,>= 75 jaar,Vrouw,53.0
4430,Belcrum,2021-01-01,>= 75 jaar,Vrouw,80.0
4431,Doornbos-Linie,2021-01-01,>= 75 jaar,Vrouw,131.0
4432,Biesdonk,2021-01-01,>= 75 jaar,Vrouw,294.0
4433,Geeren-zuid,2021-01-01,>= 75 jaar,Vrouw,219.0
4434,Wisselaar,2021-01-01,>= 75 jaar,Vrouw,180.0
4435,Krogten,2021-01-01,>= 75 jaar,Vrouw,6.0
4436,Geeren-noord,2021-01-01,>= 75 jaar,Vrouw,169.0
4437,Waterdonken,2021-01-01,>= 75 jaar,Vrouw,8.0
4438,Brabantpark,2021-01-01,>= 75 jaar,Vrouw,480.0
4439,Sportpark,2021-01-01,>= 75 jaar,Vrouw,272.0
4440,Zandberg,2021-01-01,>= 75 jaar,Vrouw,104.0
4441,Heusdenhout,2021-01-01,>= 75 jaar,Vrouw,422.0
4442,Moleneind-oost,2021-01-01,>= 75 jaar,Vrouw,5.0
4443,Hoogeind,2021-01-01,>= 75 jaar,Vrouw,2.0
4444,Blauwe Kei,2021-01-01,>= 75 jaar,Vrouw,162.0
4445,Ypelaar,2021-01-01,>= 75 jaar,Vrouw,610.0
4446,Overakker,2021-01-01,>= 75 jaar,Vrouw,396.0
4447,Ginneken,2021-01-01,>= 75 jaar,Vrouw,240.0
4448,Mastbos,2021-01-01,>= 75 jaar,Vrouw,19.0
4449,Boeimeer,2021-01-01,>= 75 jaar,Vrouw,316.0
4450,Ruitersbos,2021-01-01,>= 75 jaar,Vrouw,382.0
4451,Haagpoort,2021-01-01,>= 75 jaar,Vrouw,43.0
4452,Heuvel,2021-01-01,>= 75 jaar,Vrouw,229.0
4453,Tuinzigt,2021-01-01,>= 75 jaar,Vrouw,160.0
4454,Princenhage,2021-01-01,>= 75 jaar,Vrouw,458.0
4455,Westerpark,2021-01-01,>= 75 jaar,Vrouw,157.0
4456,Heilaar,2021-01-01,>= 75 jaar,Vrouw,15.0
4457,Hazeldonk,2021-01-01,>= 75 jaar,Vrouw,2.0
4458,Steenakker,2021-01-01,>= 75 jaar,Vrouw,11.0
4459,Effen-Rith,2021-01-01,>= 75 jaar,Vrouw,35.0
4460,Liesbos,2021-01-01,>= 75 jaar,Vrouw,60.0
4461,Gageldonk,2021-01-01,>= 75 jaar,Vrouw,67.0
4462,Kievitsloop,2021-01-01,>= 75 jaar,Vrouw,60.0
4463,Kesteren,2021-01-01,>= 75 jaar,Vrouw,54.0
4464,Muizenberg,2021-01-01,>= 75 jaar,Vrouw,54.0
4465,Heksenwiel,2021-01-01,>= 75 jaar,Vrouw,225.0
4466,Overkroeten,2021-01-01,>= 75 jaar,Vrouw,89.0
4467,Kroeten,2021-01-01,>= 75 jaar,Vrouw,33.0
4468,Emer,2021-01-01,>= 75 jaar,Vrouw,5.0
4469,Hagebeemd,2021-01-01,>= 75 jaar,Vrouw,3.0
4470,Bavel,2021-01-01,>= 75 jaar,Vrouw,285.0
4471,Nieuw Wolfslaar,2021-01-01,>= 75 jaar,Vrouw,109.0
4472,Buitengebied Bavel,2021-01-01,>= 75 jaar,Vrouw,17.0
4473,Ulvenhout,2021-01-01,>= 75 jaar,Vrouw,384.0
4474,Buitengebied Ulvenhout,2021-01-01,>= 75 jaar,Vrouw,11.0
4475,Prinsenbeek,2021-01-01,>= 75 jaar,Vrouw,707.0
4476,Buitengebied Prinsenbeek,2021-01-01,>= 75 jaar,Vrouw,32.0
4477,Teteringen,2021-01-01,>= 75 jaar,Vrouw,522.0
4478,Vuchtpolder,2021-01-01,>= 75 jaar,Vrouw,4.0
4479,Buitengebied Teteringen,2021-01-01,>= 75 jaar,Vrouw,6.0
4480,Valkenberg,2022-01-01,< 30 jaar,Man,426.0
4481,Chassé,2022-01-01,< 30 jaar,Man,612.0
4482,Fellenoord,2022-01-01,< 30 jaar,Man,322.0
4483,Schorsmolen,2022-01-01,< 30 jaar,Man,761.0
4484,Station,2022-01-01,< 30 jaar,Man,534.0
4485,City,2022-01-01,< 30 jaar,Man,709.0
4486,Belcrum,2022-01-01,< 30 jaar,Man,761.0
4487,Doornbos-Linie,2022-01-01,< 30 jaar,Man,889.0
4488,Biesdonk,2022-01-01,< 30 jaar,Man,902.0
4489,Geeren-zuid,2022-01-01,< 30 jaar,Man,718.0
4490,Wisselaar,2022-01-01,< 30 jaar,Man,775.0
4491,Krogten,2022-01-01,< 30 jaar,Man,30.0
4492,Geeren-noord,2022-01-01,< 30 jaar,Man,497.0
4493,Waterdonken,2022-01-01,< 30 jaar,Man,262.0
4494,Brabantpark,2022-01-01,< 30 jaar,Man,2172.0
4495,Sportpark,2022-01-01,< 30 jaar,Man,608.0
4496,Zandberg,2022-01-01,< 30 jaar,Man,1015.0
4497,Heusdenhout,2022-01-01,< 30 jaar,Man,880.0
4498,Moleneind-oost,2022-01-01,< 30 jaar,Man,9.0
4499,Hoogeind,2022-01-01,< 30 jaar,Man,5.0
4500,Blauwe Kei,2022-01-01,< 30 jaar,Man,665.0
4501,Ypelaar,2022-01-01,< 30 jaar,Man,868.0
4502,Overakker,2022-01-01,< 30 jaar,Man,488.0
4503,Ginneken,2022-01-01,< 30 jaar,Man,928.0
4504,Mastbos,2022-01-01,< 30 jaar,Man,147.0
4505,Boeimeer,2022-01-01,< 30 jaar,Man,915.0
4506,Ruitersbos,2022-01-01,< 30 jaar,Man,359.0
4507,Haagpoort,2022-01-01,< 30 jaar,Man,400.0
4508,Heuvel,2022-01-01,< 30 jaar,Man,1418.0
4509,Tuinzigt,2022-01-01,< 30 jaar,Man,1685.0
4510,Princenhage,2022-01-01,< 30 jaar,Man,1497.0
4511,Westerpark,2022-01-01,< 30 jaar,Man,605.0
4512,Heilaar,2022-01-01,< 30 jaar,Man,106.0
4513,Hazeldonk,2022-01-01,< 30 jaar,Man,9.0
4514,Steenakker,2022-01-01,< 30 jaar,Man,142.0
4515,Effen-Rith,2022-01-01,< 30 jaar,Man,145.0
4516,Liesbos,2022-01-01,< 30 jaar,Man,107.0
4517,Gageldonk,2022-01-01,< 30 jaar,Man,776.0
4518,Kievitsloop,2022-01-01,< 30 jaar,Man,710.0
4519,Kesteren,2022-01-01,< 30 jaar,Man,709.0
4520,Muizenberg,2022-01-01,< 30 jaar,Man,503.0
4521,Heksenwiel,2022-01-01,< 30 jaar,Man,681.0
4522,Overkroeten,2022-01-01,< 30 jaar,Man,547.0
4523,Kroeten,2022-01-01,< 30 jaar,Man,433.0
4524,Emer,2022-01-01,< 30 jaar,Man,17.0
4525,Hagebeemd,2022-01-01,< 30 jaar,Man,28.0
4526,Bavel,2022-01-01,< 30 jaar,Man,884.0
4527,Nieuw Wolfslaar,2022-01-01,< 30 jaar,Man,437.0
4528,Buitengebied Bavel,2022-01-01,< 30 jaar,Man,137.0
4529,Ulvenhout,2022-01-01,< 30 jaar,Man,743.0
4530,Buitengebied Ulvenhout,2022-01-01,< 30 jaar,Man,43.0
4531,Prinsenbeek,2022-01-01,< 30 jaar,Man,1807.0
4532,Buitengebied Prinsenbeek,2022-01-01,< 30 jaar,Man,174.0
4533,Teteringen,2022-01-01,< 30 jaar,Man,1352.0
4534,Vuchtpolder,2022-01-01,< 30 jaar,Man,13.0
4535,Buitengebied Teteringen,2022-01-01,< 30 jaar,Man,39.0
4536,Valkenberg,2022-01-01,< 30 jaar,Vrouw,524.0
4537,Chassé,2022-01-01,< 30 jaar,Vrouw,628.0
4538,Fellenoord,2022-01-01,< 30 jaar,Vrouw,364.0
4539,Schorsmolen,2022-01-01,< 30 jaar,Vrouw,800.0
4540,Station,2022-01-01,< 30 jaar,Vrouw,566.0
4541,City,2022-01-01,< 30 jaar,Vrouw,770.0
4542,Belcrum,2022-01-01,< 30 jaar,Vrouw,861.0
4543,Doornbos-Linie,2022-01-01,< 30 jaar,Vrouw,843.0
4544,Biesdonk,2022-01-01,< 30 jaar,Vrouw,925.0
4545,Geeren-zuid,2022-01-01,< 30 jaar,Vrouw,678.0
4546,Wisselaar,2022-01-01,< 30 jaar,Vrouw,810.0
4547,Krogten,2022-01-01,< 30 jaar,Vrouw,31.0
4548,Geeren-noord,2022-01-01,< 30 jaar,Vrouw,482.0
4549,Waterdonken,2022-01-01,< 30 jaar,Vrouw,240.0
4550,Brabantpark,2022-01-01,< 30 jaar,Vrouw,2360.0
4551,Sportpark,2022-01-01,< 30 jaar,Vrouw,634.0
4552,Zandberg,2022-01-01,< 30 jaar,Vrouw,1074.0
4553,Heusdenhout,2022-01-01,< 30 jaar,Vrouw,813.0
4554,Moleneind-oost,2022-01-01,< 30 jaar,Vrouw,7.0
4555,Hoogeind,2022-01-01,< 30 jaar,Vrouw,5.0
4556,Blauwe Kei,2022-01-01,< 30 jaar,Vrouw,697.0
4557,Ypelaar,2022-01-01,< 30 jaar,Vrouw,811.0
4558,Overakker,2022-01-01,< 30 jaar,Vrouw,501.0
4559,Ginneken,2022-01-01,< 30 jaar,Vrouw,914.0
4560,Mastbos,2022-01-01,< 30 jaar,Vrouw,102.0
4561,Boeimeer,2022-01-01,< 30 jaar,Vrouw,981.0
4562,Ruitersbos,2022-01-01,< 30 jaar,Vrouw,365.0
4563,Haagpoort,2022-01-01,< 30 jaar,Vrouw,436.0
4564,Heuvel,2022-01-01,< 30 jaar,Vrouw,1407.0
4565,Tuinzigt,2022-01-01,< 30 jaar,Vrouw,1796.0
4566,Princenhage,2022-01-01,< 30 jaar,Vrouw,1515.0
4567,Westerpark,2022-01-01,< 30 jaar,Vrouw,563.0
4568,Heilaar,2022-01-01,< 30 jaar,Vrouw,98.0
4569,Hazeldonk,2022-01-01,< 30 jaar,Vrouw,4.0
4570,Steenakker,2022-01-01,< 30 jaar,Vrouw,153.0
4571,Effen-Rith,2022-01-01,< 30 jaar,Vrouw,124.0
4572,Liesbos,2022-01-01,< 30 jaar,Vrouw,114.0
4573,Gageldonk,2022-01-01,< 30 jaar,Vrouw,726.0
4574,Kievitsloop,2022-01-01,< 30 jaar,Vrouw,694.0
4575,Kesteren,2022-01-01,< 30 jaar,Vrouw,667.0
4576,Muizenberg,2022-01-01,< 30 jaar,Vrouw,410.0
4577,Heksenwiel,2022-01-01,< 30 jaar,Vrouw,614.0
4578,Overkroeten,2022-01-01,< 30 jaar,Vrouw,493.0
4579,Kroeten,2022-01-01,< 30 jaar,Vrouw,397.0
4580,Emer,2022-01-01,< 30 jaar,Vrouw,12.0
4581,Hagebeemd,2022-01-01,< 30 jaar,Vrouw,32.0
4582,Bavel,2022-01-01,< 30 jaar,Vrouw,811.0
4583,Nieuw Wolfslaar,2022-01-01,< 30 jaar,Vrouw,373.0
4584,Buitengebied Bavel,2022-01-01,< 30 jaar,Vrouw,76.0
4585,Ulvenhout,2022-01-01,< 30 jaar,Vrouw,684.0
4586,Buitengebied Ulvenhout,2022-01-01,< 30 jaar,Vrouw,38.0
4587,Prinsenbeek,2022-01-01,< 30 jaar,Vrouw,1737.0
4588,Buitengebied Prinsenbeek,2022-01-01,< 30 jaar,Vrouw,135.0
4589,Teteringen,2022-01-01,< 30 jaar,Vrouw,1300.0
4590,Vuchtpolder,2022-01-01,< 30 jaar,Vrouw,26.0
4591,Buitengebied Teteringen,2022-01-01,< 30 jaar,Vrouw,34.0
4592,Valkenberg,2022-01-01,30-44 jaar,Man,184.0
4593,Chassé,2022-01-01,30-44 jaar,Man,339.0
4594,Fellenoord,2022-01-01,30-44 jaar,Man,204.0
4595,Schorsmolen,2022-01-01,30-44 jaar,Man,473.0
4596,Station,2022-01-01,30-44 jaar,Man,329.0
4597,City,2022-01-01,30-44 jaar,Man,283.0
4598,Belcrum,2022-01-01,30-44 jaar,Man,500.0
4599,Doornbos-Linie,2022-01-01,30-44 jaar,Man,595.0
4600,Biesdonk,2022-01-01,30-44 jaar,Man,468.0
4601,Geeren-zuid,2022-01-01,30-44 jaar,Man,366.0
4602,Wisselaar,2022-01-01,30-44 jaar,Man,419.0
4603,Krogten,2022-01-01,30-44 jaar,Man,17.0
4604,Geeren-noord,2022-01-01,30-44 jaar,Man,280.0
4605,Waterdonken,2022-01-01,30-44 jaar,Man,208.0
4606,Brabantpark,2022-01-01,30-44 jaar,Man,1038.0
4607,Sportpark,2022-01-01,30-44 jaar,Man,257.0
4608,Zandberg,2022-01-01,30-44 jaar,Man,416.0
4609,Heusdenhout,2022-01-01,30-44 jaar,Man,442.0
4610,Moleneind-oost,2022-01-01,30-44 jaar,Man,8.0
4611,Hoogeind,2022-01-01,30-44 jaar,Man,3.0
4612,Blauwe Kei,2022-01-01,30-44 jaar,Man,355.0
4613,Ypelaar,2022-01-01,30-44 jaar,Man,429.0
4614,Overakker,2022-01-01,30-44 jaar,Man,247.0
4615,Ginneken,2022-01-01,30-44 jaar,Man,413.0
4616,Mastbos,2022-01-01,30-44 jaar,Man,56.0
4617,Boeimeer,2022-01-01,30-44 jaar,Man,506.0
4618,Ruitersbos,2022-01-01,30-44 jaar,Man,109.0
4619,Haagpoort,2022-01-01,30-44 jaar,Man,268.0
4620,Heuvel,2022-01-01,30-44 jaar,Man,924.0
4621,Tuinzigt,2022-01-01,30-44 jaar,Man,886.0
4622,Princenhage,2022-01-01,30-44 jaar,Man,871.0
4623,Westerpark,2022-01-01,30-44 jaar,Man,323.0
4624,Heilaar,2022-01-01,30-44 jaar,Man,54.0
4625,Hazeldonk,2022-01-01,30-44 jaar,Man,4.0
4626,Steenakker,2022-01-01,30-44 jaar,Man,13.0
4627,Effen-Rith,2022-01-01,30-44 jaar,Man,62.0
4628,Liesbos,2022-01-01,30-44 jaar,Man,42.0
4629,Gageldonk,2022-01-01,30-44 jaar,Man,558.0
4630,Kievitsloop,2022-01-01,30-44 jaar,Man,454.0
4631,Kesteren,2022-01-01,30-44 jaar,Man,411.0
4632,Muizenberg,2022-01-01,30-44 jaar,Man,247.0
4633,Heksenwiel,2022-01-01,30-44 jaar,Man,328.0
4634,Overkroeten,2022-01-01,30-44 jaar,Man,270.0
4635,Kroeten,2022-01-01,30-44 jaar,Man,249.0
4636,Emer,2022-01-01,30-44 jaar,Man,8.0
4637,Hagebeemd,2022-01-01,30-44 jaar,Man,25.0
4638,Bavel,2022-01-01,30-44 jaar,Man,360.0
4639,Nieuw Wolfslaar,2022-01-01,30-44 jaar,Man,148.0
4640,Buitengebied Bavel,2022-01-01,30-44 jaar,Man,23.0
4641,Ulvenhout,2022-01-01,30-44 jaar,Man,288.0
4642,Buitengebied Ulvenhout,2022-01-01,30-44 jaar,Man,24.0
4643,Prinsenbeek,2022-01-01,30-44 jaar,Man,899.0
4644,Buitengebied Prinsenbeek,2022-01-01,30-44 jaar,Man,55.0
4645,Teteringen,2022-01-01,30-44 jaar,Man,716.0
4646,Vuchtpolder,2022-01-01,30-44 jaar,Man,10.0
4647,Buitengebied Teteringen,2022-01-01,30-44 jaar,Man,6.0
4648,Valkenberg,2022-01-01,30-44 jaar,Vrouw,122.0
4649,Chassé,2022-01-01,30-44 jaar,Vrouw,239.0
4650,Fellenoord,2022-01-01,30-44 jaar,Vrouw,185.0
4651,Schorsmolen,2022-01-01,30-44 jaar,Vrouw,351.0
4652,Station,2022-01-01,30-44 jaar,Vrouw,305.0
4653,City,2022-01-01,30-44 jaar,Vrouw,163.0
4654,Belcrum,2022-01-01,30-44 jaar,Vrouw,482.0
4655,Doornbos-Linie,2022-01-01,30-44 jaar,Vrouw,490.0
4656,Biesdonk,2022-01-01,30-44 jaar,Vrouw,446.0
4657,Geeren-zuid,2022-01-01,30-44 jaar,Vrouw,388.0
4658,Wisselaar,2022-01-01,30-44 jaar,Vrouw,413.0
4659,Krogten,2022-01-01,30-44 jaar,Vrouw,12.0
4660,Geeren-noord,2022-01-01,30-44 jaar,Vrouw,273.0
4661,Waterdonken,2022-01-01,30-44 jaar,Vrouw,220.0
4662,Brabantpark,2022-01-01,30-44 jaar,Vrouw,990.0
4663,Sportpark,2022-01-01,30-44 jaar,Vrouw,300.0
4664,Zandberg,2022-01-01,30-44 jaar,Vrouw,448.0
4665,Heusdenhout,2022-01-01,30-44 jaar,Vrouw,451.0
4666,Moleneind-oost,2022-01-01,30-44 jaar,Vrouw,8.0
4667,Hoogeind,2022-01-01,30-44 jaar,Vrouw,4.0
4668,Blauwe Kei,2022-01-01,30-44 jaar,Vrouw,383.0
